1,0001
2,0002
3,0003
4,0003
5,0004
6,0004
7,0005
8,0007
9,0007
10,0009
11,0010
1,0011
12,0013
13,0013
3,0013
14,0014
1,0014
3,0014
15,0014
16,0014
17,0014
18,0015
19,0015
20,0016
1,0016
21,0016
22,0016
23,0016
24,0016
25,0017
26,0017
27,0017
7,0017
28,0018
3,0018
29,0019
3,0021
30,0022
31,0022
1,0023
2,0023
7,0023
1,0024
2,0024
32,0024
33,0025
34,0026
35,0027
36,0029
37,0030
38,0032
1,0032
2,0033
5,0034
1,0035
39,0035
40,0037
41,0040
42,0041
43,0041
44,0042
2,0042
3,0042
3,0043
3,0044
45,0044
46,0045
47,0045
48,0045
2,0046
3,0046
49,0048
50,0050
1,0051
51,0052
52,0053
3,0055
53,0055
54,0056
1,0057
55,0057
1,0059
56,0063
57,0065
58,0067
59,0069
60,0072
1,0075
61,0075
62,0076
63,0078
1,0078
1,0080
3,0080
64,0080
4,0080
65,0081
66,0083
67,0085
68,0086
69,0089
70,0090
71,0092
72,0093
73,0093
74,0094
75,0094
76,0096
77,0096
4,0097
3,0098
78,0099
79,0101
80,0102
81,0102
82,0103
83,0104
84,0105
85,0105
2,0106
86,0106
87,0107
88,0108
89,0108
90,0112
91,0113
92,0114
2,0115
93,0116
1,0118
94,0119
95,0121
96,0125
97,0125
98,0126
99,0127
100,0128
101,0131
102,0131
3,0133
4,0133
1,0135
103,0135
2,0135
1,0136
104,0136
105,0137
106,0138
3,0139
107,0140
108,0141
109,0142
110,0143
111,0143
2,0143
112,0144
113,0144
114,0145
115,0145
116,0146
1,0146
117,0147
118,0149
119,0149
120,0151
2,0153
121,0153
3,0154
122,0156
123,0156
124,0156
125,0157
126,0158
127,0159
128,0159
129,0160
3,0160
1,0161
130,0161
2,0162
131,0163
132,0164
133,0164
134,0165
135,0166
2,0167
4,0167
136,0168
6,0168
137,0169
4,0169
3,0170
138,0172
1,0172
139,0176
140,0176
141,0178
142,0178
143,0180
144,0180
145,0181
146,0181
147,0181
148,0181
149,0182
150,0182
151,0182
152,0183
1,0184
153,0185
154,0187
155,0188
1,0189
156,0189
1,0190
157,0191
158,0192
159,0193
160,0193
161,0193
162,0194
163,0196
1,0196
2,0197
164,0199
1,0200
165,0201
2,0201
166,0201
167,0202
2,0202
168,0202
169,0203
170,0204
171,0204
172,0204
173,0205
174,0205
175,0206
176,0207
4,0208
177,0208
178,0210
2,0211
2,0212
179,0214
180,0215
181,0216
182,0217
3,0217
183,0219
2,0219
3,0219
2,0221
2,0223
184,0225
185,0225
186,0228
187,0229
188,0229
189,0230
190,0234
191,0234
192,0236
193,0238
194,0238
195,0239
196,0239
197,0241
198,0241
199,0242
200,0243
201,0244
202,0244
203,0245
204,0246
205,0247
206,0248
4,0249
7,0249
207,0249
208,0250
209,0252
1,0252
3,0252
5,0252
210,0253
211,0253
212,0256
1,0256
213,0257
214,0257
3,0257
215,0258
216,0258
217,0259
218,0259
219,0262
1,0265
2,0265
6,0265
220,0265
1,0266
1,0267
2,0267
1,0268
3,0268
221,0268
222,0268
7,0268
223,0269
224,0269
2,0270
1,0272
225,0274
226,0274
227,0274
228,0275
229,0276
230,0276
231,0277
232,0278
233,0279
234,0279
1,0284
2,0284
3,0284
235,0287
236,0287
237,0288
238,0288
239,0288
240,0288
241,0289
242,0291
243,0292
244,0293
245,0293
246,0296
247,0298
248,0300
249,0301
4,0302
250,0302
251,0303
252,0304
253,0306
3,0309
254,0310
255,0310
5,0310
256,0311
257,0312
1,0313
258,0314
259,0316
260,0317
261,0318
262,0318
263,0318
264,0319
265,0319
266,0319
267,0319
268,0319
269,0320
270,0320
271,0321
3,0321
272,0321
273,0322
274,0322
1,0324
275,0324
276,0324
277,0325
278,0326
279,0327
280,0327
2,0327
281,0328
282,0328
283,0328
284,0328
3,0328
285,0328
286,0328
287,0328
288,0328
289,0330
290,0331
291,0333
292,0334
293,0335
294,0336
1,0336
295,0336
3,0337
296,0338
297,0338
298,0340
299,0343
300,0345
301,0347
302,0348
2,0350
303,0350
304,0352
1,0353
3,0353
305,0354
306,0355
3,0356
307,0357
2,0357
308,0359
1,0359
309,0362
310,0363
8,0364
311,0364
312,0366
313,0367
314,0368
315,0369
316,0371
317,0372
318,0375
319,0375
320,0379
321,0380
322,0381
323,0381
324,0382
325,0382
326,0382
327,0382
2,0385
328,0385
1,0387
2,0387
329,0387
6,0388
330,0389
